title,genre,overview
Scout's Honor: The Secret Files of the Boy Scouts of America (2023),crime,"Survivors, whistleblowers and experts recount the Boy Scouts' decades-long cover-up of sexual abuse cases and its impact."
Scouts Guide to the Zombie Apocalypse (2015),"comedy, horror","Three scouts and lifelong friends join forces with one badass cocktail waitress to become the world's most unlikely team of heroes.  When their peaceful town is ravaged by a zombie invasion, they'll fight for the badge of a lifetime and put their scouting skills to the test to save mankind from the undead."
Scrapper (2023),"comedy, drama","A resourceful 12-year-old, who secretly lives alone in her flat in a working-class suburb of London, makes money stealing bikes with her best friend Ali and keeps the social workers off her back by pretending to live with an uncle. But when her estranged father turns up out of the blue, she's forced to confront reality."
Scream (1996),"crime, horror, mystery","A year after the murder of her mother, a teenage girl is terrorized by a masked killer who targets her and her friends by using scary movies as part of a deadly game."
Scream (2022),"horror, thriller","Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro, a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town's deadly past."
Scream 2 (1997),"horror, mystery","Two years after the first series of murders, as Sidney Prescott acclimates to college life, someone donning the Ghostface costume begins a new string of killings."
Scream 3 (2000),"horror, mystery","While Sidney Prescott and her friends visit the Hollywood set of Stab 3, the third film based on the Woodsboro murders, another Ghostface killer rises to terrorize them."
Scream 4 (2011),"horror, mystery","Ten years have passed, and Sidney Prescott has put herself back together thanks to her writing. However, her return to Woodsboro sparks the return of the Ghostface Killer."
Scream VI (2023),"horror, thriller","Following the latest Ghostface killings, the four survivors leave Woodsboro behind and start a fresh chapter."
Scrooge: A Christmas Carol (2022),"animation, drama, family, fantasy","On a cold Christmas Eve, selfish miser Ebenezer Scrooge has one night left to face his past — and change the future — before time runs out."
Scum's Wish (2017),drama,"Seventeen-year-old Mugi Awaya and Hanabi Yasuraoka appear to be the ideal couple. They are both pretty popular, and they seem to suit each other well. However, outsiders don't know of the secret they share. Both Mugi and Hanabi have hopeless crushes on someone else, and they are only dating each other to soothe their loneliness. Mugi is in love with Akane Minagawa, a young teacher who used to be his home tutor. Hanabi is also in love with a teacher, a young man who has been a family friend since she was little. In each other, they find a place where they can grieve for the ones they cannot have, and they share physical intimacy driven by loneliness. Will things stay like this for them forever?"
Se7en (1995),"crime, thriller","Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Somerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case."
Seal Team (2021),"animation, comedy, family","After his best friend is killed in a shark attack, Quinn, a lovable yet tenacious seal assembles a SEAL TEAM to fight back against a gang of sharks overtaking the neighborhood. But this merry band of international seals are not at all trained for such a mission. They seek the help of a much more skillful combatant, Claggart, but even his tricks and flips can't whip these guys into shape. However, with a little bit of ingenuity, intelligence and a lot of heart, our SEAL TEAM may actually be able to bring peace back to their undersea community."
Search (2020),"crime, mystery","""Searching for the Perfect Gentleman — an Investigative Journey"" is a documentary about the search of an African barber shop poster. The virtual journey takes the viewer to various African, European and Asian countries, in order to find the place where it was originally created, produced and sold. What seems easy in the beginning turns out to be a demanding process, yet an interesting experience in accessing information, communicating with people from totally different backgrounds and indulging in uncertainty, to celebrate the search itself — wherever it may lead. The film shows how boundaries between originality and reproduction merge, in a world where everything can be remixed and reprinted easily. Searching for the Perfect Gentleman tells a multi-layered story about trust, persistence and interconnectedness in a globalized world."
Search: WWW (2019),"comedy, drama","The stories of ambitious career women working at the top of the best portal sites in the IT industry. Paved with wins and losses, their road to success takes a new turn when love comes along the way."
Searching (2018),"drama, mystery, thriller","After David Kim's 16-year-old daughter goes missing, a local investigation is opened and a detective is assigned to the case. But 37 hours later and without a single lead, David decides to search the one place no one has looked yet, where all secrets are kept today: his daughter's laptop."
Searching for Bobby Fischer (1993),drama,A seven-year-old chess prodigy refuses to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.
Seasons (2023),romance,"After a string of failed relationships, two best friends make a deal to take risks and look for love again — but they might just find it in each other."
Seasons of Blossom (2022),drama,"A story of love and friendship between five high school students from Seoyeon High School.

Lee Ha-Min (Seo Ji-Hoon) appears like a bright person, but there is also darkness within his mind. Han So-Mang ( So Ju-Yeon) is a warm-hearted person, but she is also quite timid. Lee Jae-Min (Kim Min-Kyu) is a popular student with a painful past. He is kind to everyone around him. Yoon Bo-Mi (Kang Hye-Won) is a sweet, model student. Choi Jin-Young (Yoon Hyun-Soo) loves playing games. He can seem unfriendly and has a delicate personality."
Sebastian Fitzek's Therapy (2023),"drama, mystery","With no witnesses, no traces, and no corpse, Josy, the 13-year-old daughter of well-known psychiatrist Viktor Larenz, has disappeared in unexplained circumstances. Two years later, a mysterious woman appears. She forces Viktor to face up to his daughter's disappearance and pushes him to his psychological limits."
